output,correct out,translated
a socken in secrets,sorted in sequence.,
hundred tames lager one hundred thousand as oppwas to a few thousands then in sertin sort of selection so ano,"times larger 100,000 as suppose to a few 1000 then insertion sort or selection sort. another",
small point o keep in mind his notice that we didn't run into this recursi limic robl,small point to keep in mind is notice that we did not run it to its recursion limit problem,
loggin recorsif courts so one hundred thousand ilements also requires only log hundred thosen remember a log,"log n recursive calls. so, 100,000 elements also requires only log 100,000. remember a",
probable ith the recursion limit we don't have any painting recursions of that depth,"a problem with the recursion limit, we do not have any pending recursions of that depth",
be will actually calculate wymot sort his order and loc,we will actually calculate why merge sort is order n log n. ,
oo at the head now sixty four its a smaller of the two at the head nontis we a least a situation,"two at the end, now 64 is the smaller of the two at the end. notice we have reached the",
scopy the first list as it is without having to compare anything because those are,copy the first list as it is without having to compare anything because those are all,
that i can take of a slace goes up wi the slace minusoua,the right hand side of a slice goes up to the slice minus 1.,
amenas one we can dist dopretiate the indiks of the right hand saih and the left,"plus 1, minus 1, we can just duplicate the index of the right hand side and the left",
o how to sought anything except a list of lanked one or zerosi fur the brigandan so now we,"how to sort anything except a list of length 1 or 0, so we further break it up. now, we",
an eighty one so now at this lever we have two lists of late,"before 91. now, at this level, we have two lists of lengths",
so this is thirteen and then we' pictwinty two then we pick thirty three thirty two and then we pick fifty seve fe fippotically then fifty seven,"so this is 13 and then we will pick 22 then we pick 32 and then we pick 43 then 57, then",
ing it up down to the bascis and then i yeep come bining backwards using the much,"it up, down till the base case and then you keep combining backwards using the merge.",
which do not have any interference with each other so here for instance sorting,"which do not have any interference with each other. so, here for instance, sorting the",
ask them to go to two separate rooms they don't need to communicate with each othe,ask them to go to two separate rooms; they do not need to communicate with each other,
me to be dependent or problems and then you have a efficient way to combine the salt,into independent sub problems and then you have efficient way to combine the solved sub,
r proves so that is the key that how efficiently you can combine the proplems if you t,"problems. so that is the key there, how efficiently you can combine the problems. if you takes",
so let us look a little more in detail at the actual algorytmic espect of how we are gontobutes,let us look a little more in detail at the actual algorithmic aspect of how we are going,
to skip every caarums so we have i then we go narekito a plasces wo implicitly,"to skip every k item. so, we have i then we go directly to i plus k. so, implicitly if",
we must use the type conversion al list so in general we can use type names to convert,"we must use this type conversion called list. in general, we can use type names to convert",
ll do as we will get i pless n k for the largest end sayd sir i plasan k smaller than ye,"do is we will get i plus n k for the largest n such that i plus n k is smaller than j,",
decriminative cas negative in steps of ka such that you keep going as far as possible,"decrement if k is negative, in steps of k such that you keep going as far as possible",
happens since then if we start with a value which is smaller than the carget vellue,"happens is that if we start with the value which is smaller than the target value, we",
te vanes j this is seen as the upper bone and the lord bondeseal this is like a sl,"write range j, this is seen as the upper bound and the lower bound is 0. this is like a slice,",
her backwards suggest to see an example suppose we want,"or backwards. just to see an example, suppose we want to",
go to tree and if we were to go one more step you were god to zeal but tin zeal crosses one,"go to 3 and if we were to go one more step you would go to 0, but since 0 crosses 1 in",
that at niged do beriction we would stop at please as we wouldn't cross over bosido,"the negative direction we would stop at 3 itself, we would not cross over to 0.",
ace well if we don't write the first argument of the slaves if we wite for instance ely colen a,"where if you do not write the first argument of the slice, if we write for instance l colon",
o and piten three so in piten too the output a rage is infatolist so if youra,"2 and python 3. in python 2, the output of range is in fact, the list. so, if you run",
is not a list itsa rage produces something which is a sequence of values which can,"is not a list. so, range produces something which is a sequence of values which can be",
now it is possible to use range to generate e list using the function list to get the name o,"now, it is possible to use range to generate a list using the function list. so, name of",
the function is actually liset so what will do for example is give the rage as an argument,"the function is actually list. what we do, for example, is give the range as an argument",
ist so this is an example of a type conversion we are c,list. this is an example of a type conversion; we,
s thet qiton internally uses for ipes also as functions to conwart one day luna,"that python internally uses for types also as functions to convert one type to another,",
s happens implicitly for instance as we will see when we want to display a value you,this happens implicitly for instance as we will see when we want to display a value using,
n ordinar when we printoante is text sos estiar is implicitly used very often,"or when we print out something is text. so, str is implicitly used very often. sometimes",
r instance it a string consistently of digits then we should get a value corresponding,instance if the string consists only of digits then we should get a value corresponding to,
conversion is possible it will do it if it doesn't it returns an eter we will,"conversion is possible it will do it, if it does not it returns an error. we will see",
is within bikin to recover from an error or to check whatever it is and proceed according so,within python to recover from an error or to check what error it is and proceed accordingly.,
ofor the last later this week a we look at some useful things which a will crop up and,for the last lecture this week we look at some useful things which will crop up and,
if the user does not present a valued value is ror telling them way we just keep,if the user does not present a valid value instead of telling them why we just keep saying,
ng anter a number eminent we have seen tis any number of tentric you go to some us,"enter a number i mean we have seen this any number of times right, you go to some user",
e contracts the list and ships everything from position five onwards to the left be one,contracts the list and shifts everything from position 5 on wards to the left by 5. so let,
handling so supposing we want to assign a value to a namix only vexes aredefine then,"handling. supposing, we want to assign a vale to a name x only if x is undefined, then we",
o not so far it's not a good idea to just leave it undefaint and then use exceptio,or not so far. it is not a good idea to just leave it undefined and then use exception,
s a valid value we can initialaze it to none and later on we can jheck it with still now,a valid value we can initialize it to none and later on we can check if it is still none.,
so initialy we say exequal to none and finally we go ahead and say oh if ex is not none,"so, initially we say x is equal to none and finally we go ahead and say, if x is not none",
so we are using is there not equal to so thereis exactly one value none in biten in the space oquim so,we are using is not equal to. so there is exactly one value none in python in the space.,
lip the user has ploided a string which is not a valedediget in which case wil,"if the user has provided a string which is not a valid integer, in which case we will",
am a list or edictionary we would not normally want to dis antifing a name hith is a holding me,"a list or a dictionary, you would not normally want to just undefine name which is holding",
by saying that the number of nods at level isleis trow to the eye so edicily we have one,"by saying that the number of nodes at level i is 2 to the i. initially, we have 1 node",
the other operation we need to implement inity is delead ax now one thing abou,"the other operation we need to implement in a heap is delete max. now, one thing about",
o in the entire tree must be a groute so we know where the roote is now the questio,"value in the entire tree must be at the root. so, we know where the root is; now the question",
move this value then we have to put some value there on the other hand the numb,"remove this value then we have to put some value there. on the other hand, the number",
top so obviously there is going to be some problem with respect to it still so he,"the top. obviously, there is going to be some problem with respect to itãƒâ€¢s children. so,",
smaller than drenty foug,smaller than 24.,
at this point eleven is bigger than ten so we stoped so jest,"children. at this point 11 is bigger than 10. so, we stop.",
lieve there are no properties to bes orice sir sacisfieding hi malesof his top so y,"leaf there are no properties to be satisfied anymore. so, we stop.",
e very attractive feature of heaps is that we can implement this tree directly in a list,one very attractive feature of heaps is that we can implement this tree directly in a list,
or in an ary so we haven't any nored heap we can repend it as a listar an a,"or in an array. so, we have an n node heap, we can represent it as a list or an array",
says we said wed finled up this heap left to right talk tobot em an in the same way,"as we said we filled up this heap left to right, top to bottom right. in the same way,",
wewill call in sert and insert just adds a new job to the list and eat job when it is,we will call insert and insert just adds a new job to the list and each job when it is,
ary comes with the ton priarty so be,added comes with it is own priority.,
building the heap so as we are going up the number of steps that we need to propagate,"we are building the heap. so, as we are going up the number of steps that we need to propagate",
e other hand a number of notes for which this happens is smaller,other hand the number of nodes for which this happens is smaller.,
r four norts we are to do one level of shifting perhaps to repair the heap property then we,for 4 nodes we have to do one level of shifting perhaps to repair the heap property then we,
e have only two noesworts for the number of notes for bistances required shrinking,"have only two nodes for this. the number of nodes for which this is required is shrinking,",
er jobs just as a list now if it's an unsorted list when we add something to the cu we c,"jobs just as a list. now, if it is an unsorted list when we add something to the queue we",
for heap now the question is where do we keep these values well remember that a heap is an ari,"now, the question is where do we keep these values. well, remember that a heap is an array.",
t mags will removed the element at the top with exerule but it r,"delete max will remove the element at the top because that is the root, but it will",
also create a vacancy here this is the value that we'll go to the top this is the last,"also create a vacancy here, this is the value that will go to the top, this is the last",
now go to the end of the heap but the next time he crosses a heap the re,"will now go to the end of the heap, but the next time we process the heap there will be",
fixed and so on so one by one the maximun value second maximon value and,"elements fixed and so on. so, one by one the maximum value, second maximum value and so",
on will get into the same list or arre in which we are storing the heap and evenge,on will get into the same list or array in which we are storing the heap and eventually,
so to sumrise heaps are a three base implimentation of priorityc use in which both insert an,to summarize heaps are a tree based implementation of priority queues in which both insert and,
however through to ad leat maxs we are to scan through the list and search for the maximum eliment,to do a delete max we have to scan through the list and search for the maximum element,
now in this case we are looking at max heaps we can also do a dual construction wi,"now, in this case we were looking at max heaps; we can also do a dual construction where we",
when we insert something at the bottom we are to move it up so the inserten,"when we insert something at the bottom we have to move it up right. so, the insert and",
and as we have seen in an unsorded list it will take us order intent to find the maxim,"and as we have seen in an unsorted list, it will take us order n time to find the maximum",
not the not above it and we'll affer to the children as a left tal in the rat cal,the node above it and we refer to the children as the left child and the right child.,
so our bowls to maintain a priyar o dicue as a special kind of pin retree which w,"so, our goal is to maintain a priority queue as a special kind of binary tree which we",
t loggin we will achieve both in sert and delat max in order logging pe wi,"log n, we will achieve both insert and delete max in order log n time.",
ll go from ennsquare to enny loggin an another nice feature about a heat is that we don't have to,go from n squared to n log n and another nice feature about a heap is that we do not have,
chil which are the values which are stowed in the crean remember that leaves a notes in a bani,"which are the values which are stored in the tree, remember that leaves, nodes in a binary",
ee three men have he o teden one childen or to teden so we could have in general a very,"tree may have 0 children, 1 children or 2 children. so, we could have in general a very",
tree in which we skill each leven from top to bottom left to right,"tree in which we fill each level from top to bottom, left to right.",
the other property with ha heap the first property struck to me e estenses,"the other property with the heap, the first property is structural, it just tells us how",
are those which have values and the empty notes are indicated with open circles an,are those which have values and the empty nodes are indicated with open circles at the,
s ockits two children so at every node if we look at the value and we look at the value in,"of its 2 children. so, at every node if you look at the value and we look at the value",
the prioritys so that it can always pull out very quickly the one with the highest riority to sedu,priorities? so that it can always pull out very quickly the one with the highest priority,
so we have the value property the max heap property along with i stuctinal property,"5. so, we have the value property - the max heap property along with the structural property.",
of seven so once again this has not been filled correctly left to rat tock to bottom,"child of 7. so, once again this has not been filled correctly left to right, top to bottom",
member that heat notes are constructed topp to bottom left to day so if we want to insert,"remember that heap nodes are constructed top to bottom, left to right. if we want to insert",
ellwiys bigger than its vering ten so although this is,"12 is bigger than its parent 10. although this is now structurally correct,",
now scractirally correct it doesn't have to rat valuabe distribution so we have to restore the heat property,"it does not have the right value distribution. so, we have to restore the heap property in",
s is like a cue with a cue in which i de himseve priority based on some other characteristic,"this is like a queue, but a queue in which items have priority based on some other characteristic",
and then we start looking at violations with respect to its peric so we noticed that twelve and,and then we start looking at violations with respect to it is parent. we notice that 12,
ell o smaller than twenty for so i star,"is smaller than 24. so, we stop.",
e move thirteen tower dwenticuras ar after gween eople and we push everything from seveinteat,we move 13 to where 22 is or after 22 and we push everything from 78 onwards to the,
on whic the day but actually a clevat ar stakargseise to say that will get todin mus forheud,"right, but actually a cleverer strategy is to say that 13 must go here.",
instead we can dist dape was thirteen the last celement of derozo and reple,but instead we can just take this 13 in the last element to the yellow zone and replace,
so here is an implementation invitement,here is an implementation in python.,
so ye lu is helpless one and no we lick green wosee and every time we see an elimit,"so, yellow is l plus 1 and now we let green proceed and every time you see an element",
econsine and then we mont the ellow pointed as mit other ways it be,"this is what we did to 13 and then we move the yellow pointer as well, otherwise if we",
sea o and which is strictly bigger bemove only the green piter which is indocite,"see a value which is strictly bigger, we move only the green pointer which is implicitly",
ays so if you want tsart something and see the effectwe have ta sana e hamen,if you want to sort something and see the effect we have to assign it a name and then,
bensan stake a damed of tat use from state five hundred of new zeal and now if he state weak sort,"let us, for instance, take a range of values from say 500 down to 0 then if we say quicksort(l)",
in sertion sort it bes a one pousand a and then wepay sortthists dou get this degurgion dit because,"if we say 1000 and then we try to quicksort this, we will get this recursion depth because",
both pessissm of do andset teti clergymanman something supably lodged say things nd,"module and set the recursion limit to something superbly large, say 10000, maybe 100,000 and",
ow workin for instance or something of sace a saasemposin pi then it takes a visible amonge,"were to, for instance, sort something of size say 7500 then it takes a visible amount of",
eglas wear not using the mediate but at the first vandu to sti so,"we are not using the median, but the first value to speak.",
we will see that in the mixed dictip as to white it sort as ectat morka was,we will see that in the next lecture as to why quicksort is actually not a worst case,
te bos a,of the list.,
so we don't meattomuns,"so, we do not need to merge.",
that a good iis the same ont to be  another orga in theman and,"the recurrence, its the same one, we get another order n log n algorithm.",
er that be said earlier that one of the benefits of sorting a list is that we,remember that we said earlier that one of the benefits of sorting a list is that we,
nahioveraski o the median befor sorti but out aim is to sort so its guid,"now here, we are asking for the median before sorting, but our aim is to sort, it is kind",
if we ad a guading the output of the sarkin to be the input to the sarki so they,if we are requiring the output of the sorting to be the input to the sorting.,
do luki for the mediat we just peak up some value in the lestate and you,"instead of looking for the median we just pick up some value in the list a, and use",
is that as wall is fond a fuver delimud,that as what is called a pivot element.,
we splick e with his pect to dispivot so that all the smaller eliment said with a limp and,we split a with respect to this pivot so that all the smaller elements are to the left and,
we partitian e into the lowerd bark and the upper park with the swip with this piver,"we partition a, into the lower part and the upper part with respect to this pivot element.",
tho because we have ot the first cyliniteneric of ribert so,two because we have picked up the first element in the array to pivot.,
ay me ade a gus of tesork fu puchens,we recursively sort two partitions.,
express space required by mod sort is actually required in order to d,the extra space required by merge sort is actually required in order to implement the,
so,ones are bigger.,
merge function and why do we need the merge,merge function and why do we need to merge?,
this is the rearing egstent and now we di gossibly stalk the ilucrits and the gleanbids and as we,"this is the rearranging step and now we recursively sort the yellow bits and the green bits, then",
opings a smaller than fortythee and all the deethings under then inforty feet mol for the lidging is i well,"things are smaller than 43 and all the green things are bigger than 43, no further merging",
,is required.,
and be wordere do a scan of the demeaning elements and debite them into goot goops though a small,to do a scan of the remaining elements and divide them into two groups; those smaller,
s e liming set on,elements are unknown.,
so worbia farcabos their dang removed from nipture and glassify,"what we are trying to do is, we are trying to move from left to right and classify all",
stifply livin  and to the night of the deep pointed we have to,"element strictly greater than 43 and to the right of the green pointer, we have those",
se wo dey yet to be scet ent to iniss,which are yet to be scanned.,
tis then i takes alongit so you could actuy cek that forinsen,"list then it takes a long time. so, we could actually check that, for instance,",
abalidits at blame that goot sort on an avelage is passe ints only when you give it these,"validates our claim that quicksort on an average is fast, it is only when you give it these",
so thery often sorting happens in stages on martiple atributes fot example you might,"so, very often this sorting happens in stages on multiple attributes, for example, you might",
have a list of students who are listered in alphebarticular order an the rualist,have a list of students who are listed in alphabetical order in the roll list after,
is disturbing the order of e limits which ill already der in the untordant to,"is disturbing the order of elements which were already there in the unsorted list. so,",
we argued earlier tha disturbing disorder does not matter because anyyby won te so,we argued earlier that disturbing this order does not matter because any way we are going,
y these and limints were in particular order nort for the gutantacted routbur for the,"these elements were in particular order not for the current attribute, but for the different",
at eve and we ilute them atom then beyond destroying the oties nat sodir,attribute and we move them around then we are destroying the original sorted order.,
go go backwards and we find tometit is equal to the gutter fenny we stall fetsish,go backwards and we find something which is equal to the current value we stop the insertion.,
n the ady for ubakishan aid with the noden upper pbarts those who test smaller than the liver,"in the array. you partition a, into the lower and upper parts, those which are smaller than",
sortans of iction sor so b n would be one the schu up to n and the sumission is just,"sort and selection sort. so, t n would be 1 plus 2 up to n and this summation is just",
a bigger than the biit you herit is the adi said the,"the pivot, and those which are bigger than the pivot. you rearrange the array so that",
en valuts is equally liky and we can compute hoich nang quick sort takes on each of th,n values is equally likely and we can compute how much time quicksort takes in each of these,
done so that in a presase mathematical sense we exhort actually works and ordered,it turns out that in a precise mathematical sense quicksort actually works in order n,
choose the first ilimit as the piwicken out at them and so in order to constert,choose the first element as the pivot in our algorithm and so in order to construct the,
and,partitions.,
ay that each day we call it with sort we randomly choose a value within the range of enemies an,that each time we call quicksort we randomly choose a value within the range of elements,
beat that as it w  then it done so that we can beat this odidan square,"and pick that as the pivot, then it turns out that we can beat this order n squared",
elake of sprirt sheet where we have a partinit ses sort onsful and more often,"like a spread sheet where we have a button, which says sort this column then more often",
and mark mean duno lagliden that is implement is actually queekso we saw that,they are not the internal algorithm that is implemented is actually quicksort we saw that,
bitan has a function a gart sort which anosas good sort and list beeten so you might ask,"python has a function l dot sort which allows us to sort a list built in. you might ask,",
e zumpen wart sortas sorting at getings by tenusin very often it will be sort,"for example, what sort is sorting algorithm is python using; very often it will be quicksort.",
so here we have as before our bithen an limination of wik sort in which a be of jes,"here, we have as before our python implementation of quick sort in which we have just repeated",
to dendate landofmonts and one of the things that the sabety has is the,to generate random numbers and one of the things that this library has is this function,
out and then be important andamates so you can do this you ganrit by,"quicksort and then we import randomize. so, you can do this, you can write python functions",
nishov tecte poson divi usess the beevissinis so sitanize,"finish off that recursion limit process because we know this is gonna kill us. so, set a large",
oliskiis inpotics of notes and us anegos wuth the scending garded and as endi,"worst case input expect now it is an ascending order. so, both descending order and ascending",
but changed the index from cay to ca manesua and then insert the current value into the setes,but change the index from k to k minus 1 and then insert the current value into this sequence.,
we say itl is arranged or five hundred values sal in descending order then if we in sertion a plain sertio,"if we say l is a range of 500 values say, in descending order, then if we apply insertion",
ing called the maxiom recursian det so what happens when we make a decause of called is the,"called the maximum recursion depth. so, what happens when we make a recursive call is that",
well wets wel let's try and see watless limit yo say so,"well, first of all, let us try and see what this limit is.",
ixs so how uld we defind this inductively well e say that emtimes one is just emixive and,"so, how do we define this inductively well we say that m times 1 is just m itself and",
umpin e turns out a be gan sort seven fifty i return old petrin since we gan sort,"it turns out that we can sort 750. now, it will turn out that, for instance, we can sort",
dnister degursions which is less than oneposen if you won't be change it to gan by setting,"nested recursions which is less than 1000, if you want to change it you can by setting",
so ye couldhe quivrently ratis if you want to be symmetric with the previous case as m tms m is m plas m t,write this. if you want to be symmetric with the previous case as m times n is m plus m,
ic on the in putzio giving so that you can set this bond explicit,"on the inputs you are giving, so that you can set this bound explicitly.",
because of compedition can also go on forever so the way that bithen stops this and forces,recursive computation can also go on forever. the way that python stops this and forces,
indit it would refuse to execute the port,"depth, it will refuse to execute the code.",
we need en man as one steps in the worst gaze to insert the last position into the sort,we need n minus 1 steps in the worst case to insert the last position into the sorted,
beget dyoven menaski he is equal to beof one in other words when ki becomes n after en steps,"we get t of n minus k is equal to t of 1. in other words when k becomes n after n steps,",
this is ordered in swit to,this is order n squared.,
look that as if he were not yisede so feo seein the fe werenat gisiles t,"of that is the fibonacci series. if you have seen the fibonacci series, the",
is equal to the second value is equal to one and after the seond value fibenazy of n,is equal to the second value is equal to 1 and after the second value fibonacci of n,
is pebernacio and minus one less vebernaciov and mina slew so he in gentle aricaziv or inductive definition,is fibonacci of n minus 1 plus fibonacci of n minus 2. in general a recursive or inductive,
h this is ready clearly what we said before he says eropactod los one and othou,this is very clearly what we said before; it says zero factorial is 1 and otherwise,
e before bariclitosit it is the cuse of competition we can say the samefol macobligation we ca,before directly translated as recursive computation. we can say the same for multiplication. you,
an say if yeu want to markeplay in bayn if anthere's one we rturn im otherwise we add m to,"can say if you want to multiply m by n, if n is 1, we return m otherwise we add m to",
is that we don't have to spend much tame our doing that this functionis thrak because,is that we do not have to spend much time arguing that this function is correct because,
y list by adding one eliminto t thing so we can think of decomposing a list reversin,"list by adding one element at a time. so, we can think of decomposing a list, reversing",
se we add them to the lip so we had the last selimen than we had the second last selimen,say we add them to the left. we add the last element and we add the second last element,
and so on but conversely we can say that given a list,and so on. but conversely we can say that given a list,
can becompos it by taking say the first siliment and looking at that first ciliment,we can decompose it by taking say the first element and looking at that first element,
so we will have a base case where the function is defined either for thee,"thing. so, we will have a base case where the function is a defined either for the empty",
y list of for a simple list of size one and in the inductive step f of l will be defined i,list or for the simple list of size 1 and in the inductive step f of l will be defined,
because itis exactly how you would define length in tha,because this is exactly how you define length inductively.,
el here is another function hes there something similar except instead of computing the link,"now here is another function which does something similar except instead of computing the length,",
se to add if i have an empty list then the sum will be zeal because i've nothing to,"to add, if i have an empty list, then the sum will be 0 because i have nothing to put",
physician and then so they shall be minus one so we take the value of the last physician,"position and then, this should be minus 1. so, we take the value at the last position",
o sorting the sequinse uptubet excluding the last position but the way we,"result of sorting the sequence up to, but excluding the last position, but the way we",
by mutoplaying by the baluen so we can also do thus for other functions you,"by multiplying by the value n. so, we can also do this for other functions. you may",
so if it is zeadl and have an empty list ef ir zedl to one then have a list of one position,"if it is 0, then i have an empty list. if i have 0 to 1, then i have a list of one position,",
so this completesthe in order to restle of the left subtoo fate,"so, this completes inorder traversal of the left subtree of 5.",
a search tree is to be able to do something like binarry seart and this is with then a m,a search tree is to be able to do something like binary search and this is with dynamic,
have in certain belieders operations but the moon main fundamental ori,"so, we will also have insert and delete as operations, but the main fundamental operation",
akin by anany search we start at the rulte,like in binary search we start at the root.,
dacks will be always have safe as the first paramica do our function,we always have the self as the first parameter to our function.,
fidis a,if it is.,
so if i have to go from the left morst part and if i aam going y further than i fand it,"so, if i have to go from the left most path and if i cannot go any further then i find",
will you onway as a play this function on you in trees n on epiece o,"so, we will always apply this function only when tree is non empty.",
i cannot go further left then i have found,if i cannot go further left then i found it.,
o this case we a reach one since i cango forthe let one is the mininin bed otherwise,"in this case, if i reach one since i cannot go further one is the minimum value otherwise",
nor further late but from man man must be the naxima me eulist w,"no further right path from 9, 9 must be the maximum value in this tree.",
ts and th kats,from the tree.,
first function that we look for is incirc so hol do we cirtain animignity,"the first function that we look for is insert, how do we insert an element in the tree well",
nd all belicis at bigger than the cannin nor value a o the right,all values that are bigger than the current node value are to the right.,
twenty eight and we find that we are exhausted to spat and there is no possible twenty one in the s,"28 and we find that we have exhausted this path and there is no possible 21 in this tree,",
grat at o bein cercaint,"so, we insert it there.",
and look for sixty fight so sixty f,"similarly, you can start and look for 65.",
so here is an example of a bamary search so you can check for instance thet to the left,"here is an example of a binary search tree, you can check for instance that to the left",
ere as a propit,or on the right as appropriate.,
so ee we find bee we must delute it,if we find v we must delete it.,
it o supposing we first deliet sixty feive then we first searched for sixty five we found it since it is a leaf,"so, supposing we first delete 65 then we first search for 65, we find it since it is a leaf",
aking the maximo velly fo billip so be,the maximum value from the left.,
ob he's up from dear to lead you o the more to strint you,"so, we need to remove this 28.",
so me cin jus walk don remove the crentier and promorte the trinkie,"so, we can just walked out remove the 28 and promote the 21.",
r it has no left ja but nin is in the rights atgree of it so,"it has no left child, but 9 is in the right subtree of 8.",
eliev it has delieveit and we make this morningy if on the other hand it has only one,leaf we just delete it and we make this node empty if on the other hand it has only one,
i gave so so actay in thi case if the left is empty then we just from wat the right  te and if it's,"so, actually in this case if the left is empty then we just promote the right and if it is",
thifisan,three fields are none.,
distit busically this snore and fort wi these vanus one by one,"so, we just take basically this node and copy these values one by one here.",
eft two values below each not potentially and left jain and arati,have two values below each node potentially a left child and a right child.,
et off in his,are organized.,
idive then we have his impiant his leaf we dect whether the gadanfadra as non,empty children then we have isempty and iseleaf we check whether the current value is none,
so each no now consists of three atibs the value being stored the left chain and the a,"so, each node now consist of three items the value being stored the left child and the",
move the leaf and make it empty for it this the left tale is emptied tan wecopy that i,remove the leaf and make it empty if it is the left child is empty then we copy the right,
y search for evenny but bine a research can be used if we can sort the data once and for all,"search for a value, but binary search can be used if we can sort data once and for all",
the estia unction is displays the inauditabs,and the str function just displays the inorder traversal.,
its so undisarde wit the sum banger of it,"so, i am just trying to put it in some random order.",
e so i can now in certai more valuesi,"so, 1, 2, 3, 4, i can now insert more values.",
wut nouble vegli plea then my find at or one bu for to begi,"3 then i find that i have 1, 2, 4.",
so they have no children,"so, they have no children.",
al points to maine and the norwick nan again has two none pointers because it's,pointer points to 9 and the node with nine again has two none pointers because it is,
n this the empty tree will be a single emplymot an a leaf note that is not ana,with this the empty tree will be a single empty node and a leaf node that is not none,
will have a value and both its children will be empty nuts,will have a value and both it is children will be empty nodes.,
unction works as follows eh so we first set up the value to be idit va,"the init function works as follows right, we first setup the value to be initval which",
ulis not none so,"point to this none, none.",
depending over the iny valuse man or martman we end up ythe degree i re,"so, depending on that the init values none or not none we end up either a tree with three",
nords wilh to the minals below or a single emtinot de not take their pit,nodes with two dummy nodes below or a single empty node denoting the empty tree.,
lavers and then ittle expodery,display this and then it will explore the right.,
so ifwe executed this step by step so five if we each it says was doing in order to res,"so, if we execute this step by step, 5 if we reach it says first do an inorder traversal",
have to do it in order to les  we go,"so, again we have to do a inorder traversal.",
esliw and now when we have one and in order to russtle of one consist,"so, we go it is left and now when we have one and inorder traversal of one consists",
is varyin from zero to the link of elmanusen,is varying from 0 to the length of l minus 1.,
so let's see how much time the stakes so,let us see how much time this takes.,
expressions like this which have different terms again and squared and whu it turns ot,"expressions like this which have different terms like n, n square, n cube, it turns out",
we said that an spossorting albildemlex election sort which takes ordered in square will n,"we said that for sorting algorithm like selection sort, which takes order n square will not",
so let's stark the bit in the dilber git,let us start the python interpreter.,
now gental we can take a longer liss,now in general we can take a longer list.,
so seveluged el is fiwunder known to one an,"if i look at l, it is 500 down to 1.",
and see that isn't a pricia bill get,see there is an appreciable gap.,
e now if i do it fore se who tos in then there's laki longer,"now if i do it for say 2000, then there is slightly longer gap.",
down locks es below and so,mark is below and so on.,
k is on the top then the lewest mark will be at the bottom,mark is on the top then the lowest mark will be at the bottom.,
how do we do this well we just keep looking at each paper in turn each time we find,"how do we do this, where we just keep looking at each paper in turn, each time we find a",
so now we have two papers stacked up in order as we keep doing this we will build up,"now, we have two papers stacked up, in order as we keep doing this we will build up the",
er stack from bottom tretogh which has the lowest mark af the bottom and the highest mar,"stack from bottom to top which has the lowest mark at the bottom, and the highest mark on",
n the tumb sosiplo,the top.,
then proceeding in the wa at the next tev we a pick up fifty feive and then sixty four and then seventy,and then proceeding in this way at the next step we will pick up 55 and then 64 and then,
for instance the median value the median value in a set is a value sestet half,"for instance, the median value - the median value in a set is a value such that half the",
n this way by doing six scans on our list of six elements we are built up a new sequince,"in this way by doing six scans on our list of six elements, we have build up a new sequence",
s particular stratergy which is very natural an induitive has a name is called selections,this particular strategy which is very natural and intuitive has a name is called selection,
n the alberdom that we executed just now we needed to build up a second list or a second,"in the algorithm that we executed just now, we needed to build up a second list or a second",
ove it to the beginning where it is supposed to be and exchange it with what is at the beginnin it,to the beginning where it is supposed to be and exchange it with what is at the beginning.,
ow we no longer have to burry abot anything to do with twenty one we only need to look at this,"now we no longer have to worry about anything to do with 21, we only need to look at this",
slace pianbecol it tet starting fom thirty bout,slice if you want to call it that starting from 32.,
o we do this and we find the second smallest element,we do this and we find the second smallest element.,
so having finished this scan we would see if fifty fave should move to the third position,"so, having finished this scan we would say 55 should move to the third position and 89",
we can also do things like building frequency tables or checking for duplicates essentially one,"we can also do things like building frequency tables or checking for duplicates, essentially",
is way be jist keep going on,this way we just keep going on.,
and we have a sortered sequince using selection sort bed instead of making a second sequence,"and we have a sorted sequence using selection sort where instead of making a second sequence,",
ou have just systematically moved the smallest element biaponc with the stark the s,we have just systematically moved the smallest element we have found to the start with the,
igmanbosa section that weare looking at ratna,segment or section that we are looking at right now.,
we will scanner the sequince from one onwards then we ill can the sequince from pou onward,"then we will scan the sequence from one onwards, then we will scan the sequence on two onwards,",
livingne s,the beginning.,
ivo and then it goes to one two up two the length of elmanison,"0, and then it goes to 1, 2 up to the length of l minus 1.",
mista now it would pik another swuare for example,"where we started from. now, we could pick another square for example,",
pick the square over here and if he explore that it will again intern prod,we could pick this square over here and if we explore that it will again in turn produce,
safe neighbours and some of these neighbors who were left their ow neighbours were indicated by a join,8 neighbors and some of these neighbors overlap the yellow neighbors. i indicate it by joint,
roches of marking the squits sometimes we mark a squar place and we are,"process of marking, these squares, sometimes we mark the square twice and we have to have",
then the squares that can reach om exter will include squares and exon so how do we ins,"then the squares that can reach from x 2 will include squares in x 1. so, how do we ensure",
the latin to this question is how do we know when to stop,and related to this question is how do we know when to stop.,
we are fruitlessly going ahead and we are never going to reach a kagischool so how,"are fruitlessly going ahead and we are never going to reach the target square. so, how",
emov so if we print the name colors we just get the list black red and breen now,"removed. so, if we print the name colours, we just get the list black, red and green.",
the head of the pew and we look at all this way a leitabill at once thad,the head of the queue and we look at all the squares reachable at one step.,
fomixs anyway some of which would already mack some of which are mak just know,"from a x and a y, some of which were already marked, some of which are marked just now.",
wating an leach from bed so this guarantees that a square which has been reached once,"what i can reach from there. so, this guarantees that a square which has been reached once",
